1.300000000000000000e+01 3.969248396342828805e-06 3.998793052590151937e-10 3.568629804216757643e-14 3.090738459203540723e-18 2.662270727018209129e-22 2.299734413472481759e-26 1.997605003983424209e-30 1.745698688136266750e-34
1.400000000000000000e+01 2.695148117366699716e-07 2.043056738634193983e-12 1.375269409287118060e-17 8.990487071397865650e-23 5.847021680794175360e-28 3.814057252059278621e-33 2.501983407137984391e-38 1.651329162258500344e-43
1.500000000000000000e+01 9.361039990685108956e-09 2.737187208788431451e-15 7.121776457588029972e-22 1.800563824147424312e-28 4.529901086061772860e-35 1.143202903632903287e-41 2.901574137964686813e-48 7.409956758826266276e-55
1.600000000000000000e+01 1.399027809397687911e-10 6.802187533363253664e-19 2.947964108731069231e-27 1.242041632658199376e-35 5.208286458165630968e-44 2.191044813974841438e-52 9.270613976707827439e-61 3.946873621132163517e-69
1.700000000000000000e+01 7.235975708536440684e-13 2.027690931196361287e-23 5.071986246572242088e-34 1.233847202083450315e-44 2.987845675399817484e-55 7.259180509697272805e-66 1.773936528672785595e-76 4.362031271403937723e-87
1.800000000000000000e+01 9.845002438797880099e-16 4.188042932720257858e-29 1.592167293749764840e-42 5.888554103890039552e-56 2.168191426957952835e-69 8.010274107912509374e-83 2.976695510440061455e-96 1.113094086314083595e-109
1.900000000000000000e+01 2.494516717859396809e-19 3.003221920712498715e-36 3.234360008760892022e-53 3.389543623721391333e-70 3.536777814818399968e-87 3.703034280041778712e-104 3.899940472831931281e-121 4.133108688584841059e-138
2.000000000000000000e+01 7.619853024160469615e-24 3.132731375643816693e-45 1.153026834159914376e-66 4.130436177909233509e-88 1.473336653815884748e-109 5.273629151778830139e-131 1.898794129204025722e-152 6.879728654800073887e-174
2.100000000000000000e+01 1.622961926538986753e-29 1.589909168661103776e-56 1.395247214629560865e-83 1.191903910136036607e-110 1.013933948265452245e-137 8.655538366188797402e-165 7.432715759413098575e-192 6.422902278775965831e-219
2.200000000000000000e+01 1.209743769968154773e-36 9.888264357853422622e-71 7.244086774565468538e-105 5.166725375483347562e-139 3.669851240353457998e-173 2.615827582351605522e-207 1.875622456551242402e-241 1.353369055309315548e-275
2.300000000000000000e+01 1.324919193482868381e-45 1.328291549530168422e-88 1.194023680850659394e-131 1.045071966255062738e-174 9.109597368909747575e-218 7.968727410351123260e-261 7.012287365462914167e-304 0.000000000000000000e+00
2.400000000000000000e+01 7.149524665980313753e-57 4.333257197316601384e-111 2.355649127595441692e-165 1.246972527922951712e-219 6.574118961309332864e-274 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+01 4.803529862225947607e-71 2.192090755394370224e-139 8.974911680076606184e-208 3.578335473672171599e-276 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
